gameId,win,teammate0_championPoints,teammate0_championDaysSinceLastPlayed,teammate0_playerPastWeekWinRate,teammate0_playerPastWeekLoseStreak,teammate0_champion,teammate1_championPoints,teammate1_championDaysSinceLastPlayed,teammate1_playerPastWeekWinRate,teammate1_playerPastWeekLoseStreak,teammate1_champion,teammate2_championPoints,teammate2_championDaysSinceLastPlayed,teammate2_playerPastWeekWinRate,teammate2_playerPastWeekLoseStreak,teammate2_champion,teammate3_championPoints,teammate3_championDaysSinceLastPlayed,teammate3_playerPastWeekWinRate,teammate3_playerPastWeekLoseStreak,teammate3_champion,teammate4_championPoints,teammate4_championDaysSinceLastPlayed,teammate4_playerPastWeekWinRate,teammate4_playerPastWeekLoseStreak,teammate4_champion,enemy0_champion,enemy1_champion,enemy2_champion,enemy3_champion,enemy4_champion
3147794139,False,28528,0,0.575,3,266,420750,17,0.3333333333333333,5,122,8679,34,0.35714285714285715,4,111,24925,34,0.35714285714285715,4,110,1177983,0,0.0,2,106,119,555,246,516,60
