win,enemy0_champion,enemy1_champion,enemy2_champion,enemy3_champion,enemy4_champion,teammate0_championPoints,teammate0_championDaysSinceLastPlayed,teammate0_champion,teammate1_championPoints,teammate1_championDaysSinceLastPlayed,teammate1_champion,teammate2_championPoints,teammate2_championDaysSinceLastPlayed,teammate2_champion,teammate3_championPoints,teammate3_championDaysSinceLastPlayed,teammate3_champion,teammate4_championPoints,teammate4_championDaysSinceLastPlayed,teammate4_champion
1.0,0.1088929219600726,0.17967332123411978,0.6750972762645915,0.19525547445255473,0.12790697674418605,0.03724589782711419,0.028877887788778877,0.01953125,0.1039961167086482,0.061452513966480445,0.16569200779727095,0.03628180518797386,0.00505369551484523,0.06,0.024878149406098286,0.011686143572621035,0.05263157894736842,0.3007013835903169,0.004470938897168405,0.20077972709551656
1.0,0.47549909255898365,0.10707803992740472,0.38910505836575876,0.20072992700729925,0.42829457364341084,0.015558276103799357,0.013201320132013201,0.158203125,0.11221400083963057,0.0111731843575419,0.27485380116959063,0.52439832116527,0.07138344914718887,0.01090909090909091,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.02178750130905896,0.07600596125186289,0.23976608187134502
0.0,0.05444646098003629,0.7404718693284936,0.10700389105058367,0.25182481751824815,0.4903100775193798,0.6333945569355841,0.0,0.12109375,0.03468395780856423,0.24394785847299813,0.13840155945419103,0.012969246149227918,0.020846493998736573,0.20363636363636364,0.02468529925354518,0.01335559265442404,0.06170598911070781,0.5821198186766332,0.022354694485842028,0.009746588693957114
1.0,0.007259528130671506,0.10163339382940109,0.1517509727626459,0.4215328467153284,0.7965116279069767,0.04289460324198916,0.066006600660066,0.423828125,0.010961114609571788,0.061452513966480445,0.2202729044834308,0.04622510045193041,0.006948831332912192,0.1709090909090909,0.0027896110375530097,0.18363939899833057,0.26497277676951,0.03695490444889638,0.0,0.38791423001949316
1.0,0.18148820326678763,0.016333938294010888,0.16926070038910504,0.032846715328467155,0.12790697674418605,0.003488190514690623,0.014026402640264026,0.029296875,0.17156538623005876,0.07262569832402234,0.38596491228070173,0.02131247091093859,0.022741629816803537,0.09636363636363636,0.008441751578301,0.05509181969949917,0.20508166969147004,0.02178750130905896,0.07600596125186289,0.23976608187134502
0.0,0.050816696914700546,0.15789473684210525,0.5116731517509728,0.1678832116788321,0.21124031007751937,0.01226342328042686,0.027227722772277228,0.21875,0.031605531066330815,0.01303538175046555,0.05263157894736842,0.00375507079141525,0.027795325331648767,0.39454545454545453,0.00970199374436321,0.025041736227045076,0.010889292196007257,0.5143098845171987,0.014903129657228018,0.10721247563352826
1.0,0.21234119782214153,0.13974591651542648,0.6750972762645915,0.28102189781021897,0.10271317829457363,0.004718521277624137,0.004125412541254125,0.11328125,0.023411261544920237,0.0260707635009311,0.021442495126705652,0.0006843675039726362,0.20593809222994314,0.06545454545454545,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.02756504152947049,0.03129657228017884,0.19298245614035087
1.0,0.1088929219600726,0.021778584392014518,0.07003891050583658,0.25182481751824815,0.3023255813953488,0.00686146002405229,0.09653465346534654,0.123046875,0.1039961167086482,0.061452513966480445,0.16569200779727095,0.009026903767188366,0.03916614024005054,0.2290909090909091,0.273929729626005,0.041736227045075125,0.0308529945553539,0.12480262111005479,0.0014903129657228018,0.05458089668615984
0.0,0.43738656987295826,0.36116152450090744,0.054474708171206226,0.4744525547445255,0.027131782945736434,0.10814134202046001,0.027227722772277228,0.1640625,0.028037757136859784,0.037243947858473,0.1111111111111111,0.04809024287472907,0.04485154769425142,0.08363636363636363,0.04311831980503905,0.0,0.14882032667876585,0.003030216480950302,0.8673621460506706,0.13255360623781676
0.0,0.021778584392014518,0.02903811252268602,0.1867704280155642,0.25182481751824815,0.5135658914728682,0.0014642288090736218,1.0,0.2109375,0.09984847292191436,0.2383612662942272,0.10721247563352826,0.07662093200664263,0.04485154769425142,0.39454545454545453,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.007003635443740387,0.014903129657228018,0.005847953216374269
0.0,0.132486388384755,0.13974591651542648,0.07392996108949415,0.032846715328467155,0.013565891472868217,0.06162199506921286,0.08415841584158416,0.2265625,0.005193246221662468,0.03165735567970205,1.0,0.0626795259825562,0.0018951358180669614,0.014545454545454545,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.01806093346444324,0.011922503725782414,0.021442495126705652
0.0,0.0925589836660617,0.17241379310344826,0.1517509727626459,0.08941605839416059,0.16472868217054262,0.03575868481697478,0.05033003300330033,0.109375,0.0,1.0,0.06237816764132553,0.086960113905191,0.03537586860391661,0.041818181818181824,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.01344284546575978,0.043219076005961254,0.20662768031189083
1.0,0.47549909255898365,0.4537205081669691,0.21011673151750973,0.03467153284671533,0.45542635658914726,0.0676357436774857,0.005775577557755776,0.015625,0.3295261335012594,0.00186219739292365,0.09551656920077972,0.0689166338482384,0.0018951358180669614,0.005454545454545455,0.033359718304453785,0.08347245409015025,0.3956442831215971,0.001620512987904975,1.0,0.08576998050682261
0.0,0.023593466424682394,0.2558983666061706,0.16731517509727625,0.11131386861313869,0.4903100775193798,0.007980925817139049,0.08250825082508251,0.205078125,0.0038918188497061293,0.054003724394785846,0.20857699805068225,0.7211360775965343,0.017056222362602652,0.0072727272727272745,0.060585650413524456,0.035058430717863104,0.22141560798548093,0.01663014902191195,0.028315946348733235,0.007797270955165692
1.0,0.17241379310344826,0.06352087114337568,0.4260700389105059,0.016423357664233577,0.2713178294573643,0.18214235738134238,0.038778877887788776,0.3828125,0.038478038413098235,0.054003724394785846,0.021442495126705652,0.011262458380265981,0.03158559696778269,0.4527272727272727,0.8601135992938421,0.0,0.47549909255898365,0.026288624039626746,0.013412816691505215,0.0
1.0,0.20508166969147004,0.8965517241379309,0.009727626459143969,0.9999999999999999,0.007751937984496124,0.13179276092307254,0.03052805280528053,0.001953125,0.0450330604534005,0.0931098696461825,0.4249512670565302,0.0309783012814334,0.0018951358180669614,0.17636363636363636,0.0613239498781494,0.00667779632721202,0.17241379310344826,0.3018825967921595,0.02682563338301043,0.10136452241715399
0.0,0.3956442831215971,0.19782214156079853,0.15953307392996108,0.1970802919708029,0.07170542635658914,0.03188922696695751,0.07508250825082509,0.13671875,0.038478038413098235,0.054003724394785846,0.021442495126705652,0.007285691073479313,0.032849020846494,0.20909090909090908,0.14722046322414753,0.00333889816360601,0.12704174228675136,0.004250871459250525,0.014903129657228018,0.6744639376218323
0.0,0.12704174228675136,0.4537205081669691,0.21011673151750973,0.25182481751824815,0.12790697674418605,0.04062119535421696,0.02392739273927393,0.01953125,0.031605531066330815,0.01303538175046555,0.05263157894736842,0.02316522036082829,0.051168667087807956,1.0,0.027646652466754934,0.00667779632721202,0.22141560798548093,0.007731268216320464,0.029806259314456036,1.0
0.0,0.016333938294010888,0.21415607985480942,0.27626459143968873,0.023722627737226276,0.8352713178294573,0.004215572877831536,0.0033003300330033004,0.158203125,0.0038918188497061293,0.054003724394785846,0.20857699805068225,0.045319036432586356,0.004421983575489576,0.13818181818181818,0.007508683054132365,1.0,0.1088929219600726,0.14672476848357252,0.05067064083457526,0.007797270955165692
0.0,0.019963702359346643,0.20508166969147004,0.10116731517509728,0.3576642335766423,0.5135658914728682,0.06669136341604717,0.007425742574257425,0.01171875,0.013986408480268683,0.08752327746741155,0.10721247563352826,0.03385071700233263,0.013897662665824383,0.42,0.09777934488515341,0.008347245409015025,0.17967332123411978,0.2298340317247889,0.007451564828614009,0.2300194931773879
1.0,0.04355716878402904,0.03266787658802178,0.04474708171206226,0.0510948905109489,0.7965116279069767,0.04062119535421696,0.02392739273927393,0.01953125,0.02811909634760705,0.00558659217877095,0.19103313840155944,0.3342212668923106,0.0,0.27636363636363637,0.0074966898854412515,0.1636060100166945,1.0,0.010617318204011909,0.011922503725782414,0.8109161793372319
0.0,0.9328493647912884,0.07259528130671507,0.20233463035019456,0.08029197080291971,0.10465116279069767,0.052303929554775745,0.039603960396039604,0.060546875,0.08440976595298069,0.9292364990689013,0.06432748538011696,0.19942565455551914,0.0006317119393556538,0.27636363636363637,0.033359718304453785,0.08347245409015025,0.3956442831215971,0.008037962029809824,0.07451564828614009,0.4873294346978557
0.0,0.21415607985480942,0.43738656987295826,0.27626459143968873,0.19343065693430656,0.06976744186046512,0.04062119535421696,0.02392739273927393,0.01953125,0.017169133081444167,0.06517690875232775,0.05847953216374269,0.24506621978524357,0.03348073278584965,0.041818181818181824,0.081490223168883,0.11018363939899833,0.17059891107078037,0.06066757246746394,0.18330849478390462,0.09551656920077972
1.0,0.6279491833030852,0.42105263157894735,0.13424124513618677,0.15510948905109487,0.18992248062015504,0.019747484750996604,0.041254125412541254,0.037109375,0.007261492443324937,0.3165735567970205,0.4873294346978557,0.11061898768689292,0.020846493998736573,0.1527272727272727,0.0019452919616986166,0.038397328881469114,1.0,0.046779986970613155,0.05961251862891207,0.27485380116959063
1.0,0.11433756805807622,0.09074410163339383,0.033073929961089495,0.1824817518248175,0.10077519379844961,0.10814134202046001,0.027227722772277228,0.1640625,0.014366866078925273,0.0148975791433892,0.11695906432748537,0.0317501080942637,0.04485154769425142,0.47454545454545455,0.1275310383205726,0.17195325542570952,0.35934664246823955,0.030200840245844678,0.13859910581222057,0.2982456140350877
1.0,0.19782214156079853,0.6279491833030852,0.04085603112840467,0.0,0.8294573643410853,0.10814134202046001,0.027227722772277228,0.1640625,0.012867994332493702,0.027932960893854747,0.05458089668615984,0.06424104056908532,0.013897662665824383,0.9309090909090909,0.17481434574866156,0.08514190317195326,0.21415607985480942,0.05302402820223023,0.007451564828614009,0.4249512670565302
1.0,0.10163339382940109,0.039927404718693285,0.1867704280155642,0.19525547445255473,0.12790697674418605,0.10814134202046001,0.027227722772277228,0.1640625,0.006918424643157011,0.0931098696461825,0.03898635477582846,0.09700668394338889,0.012634238787113075,0.2545454545454545,0.33195220002686465,0.08180300500834725,0.06715063520871144,0.03701474714421138,0.16840536512667661,0.19298245614035087
1.0,0.7404718693284936,0.4246823956442831,0.05836575875486381,0.0145985401459854,0.4631782945736434,0.276107855391519,0.010726072607260726,0.962890625,0.11710550482787574,0.24581005586592178,0.0,0.0,0.08717624763108023,0.061818181818181814,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.027511319109812707,0.004470938897168405,0.19103313840155944
0.0,0.35934664246823955,0.15426497277676948,0.05252918287937743,0.13868613138686128,0.31007751937984496,0.01226342328042686,0.027227722772277228,0.21875,0.02811909634760705,0.00558659217877095,0.19103313840155944,0.09644280367603116,0.08275426405559065,0.01818181818181818,0.08100569915376202,0.00667779632721202,0.47549909255898365,0.11208468829436077,0.06855439642324888,0.19298245614035087
1.0,0.25226860254083483,0.35934664246823955,0.09922178988326849,0.1824817518248175,0.005813953488372093,0.027640529799354687,0.036303630363036306,0.51171875,0.009334986356003359,0.0931098696461825,0.4873294346978557,0.08690090303462596,0.05685407454200884,0.06545454545454545,0.022909350833765087,0.021702838063439065,0.11433756805807622,0.0016939562957915622,0.18926974664679583,0.017543859649122806
0.0,0.2558983666061706,0.47549909255898365,0.16926070038910504,0.1897810218978102,0.4728682170542636,0.05620110364725471,0.02557755775577558,1.0,0.24081588476070528,0.0037243947858473,0.09161793372319688,0.11061898768689292,0.020846493998736573,0.1527272727272727,0.020989964116439275,0.005008347245409015,0.1778584392014519,0.012796136337980664,0.3293591654247392,0.03898635477582846
1.0,0.1379310344827586,0.9310344827586207,0.453307392996109,0.625912408759124,0.1763565891472868,0.07342776234606502,0.0,0.115234375,0.1039961167086482,0.061452513966480445,0.16569200779727095,0.025183209449504144,0.032217308907138344,0.2218181818181818,0.01483027267668336,0.21035058430717865,0.2558983666061706,0.1108327519071459,0.004470938897168405,0.13840155945419103
0.0,0.03811252268602541,0.4283121597096189,0.04085603112840467,0.19160583941605838,0.27906976744186046,0.10814134202046001,0.027227722772277228,0.1640625,0.022597869437447522,0.09497206703910614,0.23976608187134502,0.018986722995023533,0.04421983575489576,0.12727272727272726,0.017868382169516243,0.011686143572621035,0.012704174228675136,0.04364504577286161,0.09538002980625931,0.021442495126705652
1.0,0.1996370235934664,0.1088929219600726,0.042801556420233464,0.13503649635036494,0.7965116279069767,0.06691241734982699,0.00825082508250825,0.2109375,0.1039961167086482,0.061452513966480445,0.16569200779727095,0.04622510045193041,0.006948831332912192,0.1709090909090909,0.08486462111181471,0.13689482470784642,0.034482758620689655,0.0323374964808415,0.06706408345752608,0.22417153996101363
0.0,0.19419237749546278,0.1923774954627949,0.07003891050583658,0.1824817518248175,0.19767441860465115,0.017715410974415206,0.07013201320132013,0.103515625,0.0009727907220822836,0.1787709497206704,0.12280701754385964,0.0007876422782139797,0.9999999999999999,0.04909090909090909,0.010705102373687948,0.1652754590984975,0.7404718693284936,0.02178750130905896,0.07600596125186289,0.23976608187134502
1.0,0.050816696914700546,0.03629764065335753,0.9610894941634242,0.15145985401459852,0.15503875968992248,0.30684246425787737,0.0016501650165016502,0.26953125,0.022996037993282953,0.020484171322160148,0.09746588693957114,0.026529224007116322,0.030322173089071383,0.13090909090909092,0.033359718304453785,0.08347245409015025,0.3956442831215971,0.031125681900712812,0.010432190760059613,0.05263157894736842
1.0,0.018148820326678767,0.19782214156079853,0.1245136186770428,0.032846715328467155,0.0,0.04062119535421696,0.02392739273927393,0.01953125,0.02817091729638959,0.03910614525139665,0.19298245614035087,0.09003150569112855,0.009475679090334806,0.10545454545454545,0.004138122925181816,0.03672787979966611,0.050816696914700546,0.3329994382947008,0.09985096870342772,0.14814814814814814
0.0,0.1851179673321234,0.059891107078039935,0.023346303501945526,0.08576642335766423,0.45930232558139533,0.047376522449818395,0.041254125412541254,0.423828125,0.031605531066330815,0.01303538175046555,0.05263157894736842,0.09750584535222205,0.006948831332912192,0.4763636363636364,0.049825379463857386,0.7178631051752922,0.09618874773139746,0.4305715929445462,0.00894187779433681,0.4697855750487329
1.0,0.3956442831215971,0.03811252268602541,0.05836575875486381,0.11131386861313869,0.7965116279069767,0.0015007331284134075,0.10973597359735973,1.0,0.01114281591099916,0.17318435754189945,0.07992202729044834,0.06921062270557876,0.024005053695514842,0.01818181818181818,0.07648139619672634,0.05509181969949917,0.15426497277676948,0.008037962029809824,0.07451564828614009,0.4873294346978557
1.0,0.132486388384755,0.09618874773139746,0.1245136186770428,0.06021897810218978,0.1298449612403101,0.02619049711446876,0.02392739273927393,0.095703125,0.001738297649034425,0.24767225325884543,0.029239766081871343,0.1596373265328042,0.01958307012002527,0.18181818181818182,0.01610826473240842,0.14858096828046746,0.03629764065335753,0.030597298102306526,0.05663189269746647,0.15009746588693956
1.0,0.10707803992740472,0.1996370235934664,0.1575875486381323,0.0948905109489051,0.03294573643410853,0.04388495190555927,0.03135313531353135,0.2734375,0.0244752308984047,0.054003724394785846,0.09746588693957114,0.0036283870683458687,0.07075173720783322,0.0,0.0135920979410128,0.19198664440734559,0.14337568058076222,0.006534414310020523,0.17734724292101342,0.0682261208576998
1.0,0.0925589836660617,0.2558983666061706,0.11867704280155641,0.4744525547445255,0.10271317829457363,0.36231618554199113,0.0008250825082508251,0.037109375,0.02745329554995802,0.24022346368715083,0.021442495126705652,0.11061898768689292,0.020846493998736573,0.1527272727272727,0.020989964116439275,0.005008347245409015,0.1778584392014519,0.08758386477726957,0.04918032786885246,0.21052631578947367
1.0,0.7549909255898366,0.6279491833030852,0.1517509727626459,0.0510948905109489,0.07170542635658914,0.201876322014065,0.07673267326732673,0.19140625,0.044251154492023506,0.10986964618249534,0.1539961013645224,0.02715369214202898,0.01831964624131396,0.08909090909090908,0.007252508970890181,0.08347245409015025,0.4537205081669691,0.05630721607701211,0.09388971684053651,0.021442495126705652
