enemy0_champion,enemy1_champion,enemy2_champion,enemy3_champion,enemy4_champion,gameId,teammate0_champion,teammate0_championDaysSinceLastPlayed,teammate0_championPoints,teammate0_playerPastWeekLoseStreak,teammate0_playerPastWeekWinRate,teammate1_champion,teammate1_championDaysSinceLastPlayed,teammate1_championPoints,teammate1_playerPastWeekLoseStreak,teammate1_playerPastWeekWinRate,teammate2_champion,teammate2_championDaysSinceLastPlayed,teammate2_championPoints,teammate2_playerPastWeekLoseStreak,teammate2_playerPastWeekWinRate,teammate3_champion,teammate3_championDaysSinceLastPlayed,teammate3_championPoints,teammate3_playerPastWeekLoseStreak,teammate3_playerPastWeekWinRate,teammate4_champion,teammate4_championDaysSinceLastPlayed,teammate4_championPoints,teammate4_playerPastWeekLoseStreak,teammate4_playerPastWeekWinRate,win
36,145,350,157,120,3142190739,54,0,24140,1,0.6666666666666666,58,2,14767,1,0.625,68,13,2197,4,0.2903225806451613,202,33,25852,1,0.5,99,0,206705,11,0.08333333333333333,False
245,236,121,82,497,3142198292,54,0,24140,2,0.5714285714285714,58,2,14767,2,0.5555555555555556,12,43,4139,3,0.5714285714285714,145,0,67190,2,0.3333333333333333,238,43,2482,3,0.2,False
21,122,517,38,25,3142244815,59,38,49922,2,0.625,58,2,14767,2,0.6,67,17,17216,2,0.2608695652173913,89,43,6388,2,0.7777777777777778,101,12,15840,2,0.5806451612903226,True
51,42,133,412,30,3142859886,59,38,49922,2,0.5555555555555556,58,2,14767,2,0.5454545454545454,18,1,322922,3,0.1527777777777778,31,5,158227,2,0.5,99,3,112248,3,0.42857142857142855,False
69,106,126,222,412,3142876081,59,38,49922,2,0.6,245,2,63776,2,0.5833333333333334,12,8,105230,2,0.5882352941176471,236,0,90886,2,0.5833333333333334,10,1,164906,4,0.5,True
16,20,131,266,18,3143493656,59,38,49922,2,0.6363636363636364,245,2,63776,2,0.5333333333333333,497,3,45650,4,0.2702702702702703,68,1,2480563,1,0.5,236,39,340206,3,0.375,True
51,40,23,28,61,3146077494,222,20,144125,6,0.25,50,15,42077,3,0.5714285714285714,420,14,53200,2,0.3170731707317073,120,38,2485,2,0.6666666666666666,245,2,63776,2,0.5555555555555556,True
498,117,8,41,107,3146090843,120,38,2485,2,0.6153846153846154,245,2,63776,2,0.5263157894736842,202,32,64846,5,0.375,497,16,161976,5,0.25,240,17,163803,7,0.4,False
157,111,77,67,45,3146096287,40,11,161152,2,0.5833333333333334,51,0,418737,2,0.2926829268292683,84,2,26932,3,0.5,120,38,2485,2,0.6428571428571429,245,2,63776,2,0.55,True
81,121,101,42,86,3146110167,120,38,2485,2,0.6,58,2,14767,2,0.5238095238095238,117,5,192869,4,0.45454545454545453,51,7,142960,4,0.29545454545454547,59,29,79129,4,0.25,False
50,266,30,555,81,3146134385,82,32,18705,3,0.3333333333333333,119,6,41644,2,0.5185185185185185,59,38,49922,2,0.625,245,2,63776,2,0.5,267,4,71865,2,0.46153846153846156,True
24,222,141,134,111,3146218091,201,38,1604,2,0.3684210526315789,157,1,60876,3,0.34210526315789475,59,38,49922,2,0.6470588235294118,245,2,63776,2,0.4782608695652174,21,0,101516,4,0.32142857142857145,True
41,555,18,42,28,3146234118,59,38,49922,2,0.6666666666666666,245,2,63776,2,0.5,145,34,35729,3,0.2619047619047619,143,30,142873,3,0.1506849315068493,75,12,344307,3,0.5384615384615384,True
22,101,131,64,103,3146261003,41,0,68424,3,0.29411764705882354,119,13,153862,2,0.1375,40,11,63011,2,0.5,120,38,2485,2,0.631578947368421,245,2,63776,2,0.44,False
81,99,84,64,21,3146300000,10,10,60547,2,0.0,59,38,49922,2,0.6,31,0,2150,2,0.38461538461538464,145,20,44764,1,0.0,267,36,147069,2,0.5,False
236,101,64,82,238,3146316457,51,28,768960,2,0.65,85,27,27005,3,0.15517241379310345,111,0,100584,2,0.4,59,38,49922,3,0.5714285714285714,245,18,72695,6,0.14285714285714285,False
35,39,89,103,51,3159459301,81,7,149151,5,0.12,43,21,82288,5,0.3333333333333333,54,0,24140,1,0.0,245,2,63776,1,0.0,67,8,16251,5,0.3333333333333333,False
122,50,222,64,267,3159498824,51,21,12249,1,0.5714285714285714,41,1,27466,1,0.5,245,2,63776,1,0.5,59,0,2361211,3,0.5454545454545454,117,21,4851,2,0.5217391304347826,True
